Name   Surname       HW1  HW2  HW3  HW4  HW5 Exam
Name664   Surname664         6    7    5    1    3    0
Name665   Surname665         6    8    8    4    1    3
Name666   Surname666         5    4    6    9    1    6
Name667   Surname667         9    1    9    7    1    5
Name668   Surname668         5    7    4    4    6    0
Name669   Surname669         6    5    9    2    2    4
Name670   Surname670         4    4    4    6    4    3
Name671   Surname671         7    9    5    6    4    1
Name672   Surname672         4    7    1    7    4    7
Name673   Surname673         7    8    9    8    2    1
Name674   Surname674         0    9    2    9    2    4
Name675   Surname675         3    4    3    9    8    0
Name676   Surname676         6    8    8    2    6    2
Name677   Surname677         3    3    8    3    3    2
Name678   Surname678         4    3    7    4    1    7
Name679   Surname679         3    9    2    5    1    8
Name680   Surname680         2    1    7    3    7    7
Name681   Surname681         5    1    4    8    9    8
Name682   Surname682         4    2    1    6    2    6
Name683   Surname683         0    7    9    2    4    2
Name684   Surname684         7    7    5    9    1    9
Name685   Surname685         9    5    3    9    3    2
Name686   Surname686         5    0    8    9    0    4
Name687   Surname687         9    8    5    1    2    8
Name688   Surname688         2    3    2    6    5    4
Name689   Surname689         2    1    9    1    3    7
Name690   Surname690         4    9    1    9    8    5
Name691   Surname691         4    2    5    1    0    0
Name692   Surname692         8    6    1    9    1    1
Name693   Surname693         5    0    4    3    0    2
Name694   Surname694         9    9    4    5    7    9
Name695   Surname695         1    8    3    7    9    4
Name696   Surname696         9    4    4    8    6    1
Name697   Surname697         8    1    3    8    4    9
Name698   Surname698         8    2    1    4    6    4
Name699   Surname699         9    2    9    9    4    2
Name700   Surname700         6    7    3    7    7    2
Name701   Surname701         5    8    4    6    8    6
Name702   Surname702         8    6    4    3    7    8
Name703   Surname703         6    1    5    9    8    1
Name704   Surname704         6    2    2    3    2    9
Name705   Surname705         1    9    6    8    4    2
Name706   Surname706         2    4    9    2    9    9
Name707   Surname707         9    7    4    6    5    6
Name708   Surname708         1    9    2    7    2    5
Name709   Surname709         5    4    6    4    4    7
Name710   Surname710         7    6    6    1    6    0
Name711   Surname711         5    1    2    4    2    7
Name712   Surname712         4    8    4    4    8    5
Name713   Surname713         7    3    6    3    4    0
Name714   Surname714         3    4    7    7    6    2
Name715   Surname715         9    4    8    8    9    8
Name716   Surname716         5    3    8    3    1    8
Name717   Surname717         2    2    0    5    0    3
Name718   Surname718         5    6    7    5    0    2
Name719   Surname719         4    3    8    8    1    5
Name720   Surname720         2    0    4    0    5    7
Name721   Surname721         7    5    1    0    1    9
Name722   Surname722         9    8    8    1    7    8
Name723   Surname723         4    8    1    6    9    0
Name724   Surname724         5    7    9    4    5    3
Name725   Surname725         4    4    8    0    7    7
Name726   Surname726         2    5    6    7    2    3
Name727   Surname727         7    6    4    5    7    8
Name728   Surname728         0    4    1    0    7    6
Name729   Surname729         2    9    9    3    2    4
Name730   Surname730         5    1    8    7    3    9
Name731   Surname731         0    3    1    5    5    8
Name732   Surname732         4    5    2    7    8    5
Name733   Surname733         3    7    6    3    4    2
Name734   Surname734         1    3    3    1    4    4
Name735   Surname735         4    8    7    1    3    5
Name736   Surname736         5    9    0    0    1    5
Name737   Surname737         6    7    1    0    3    4
Name738   Surname738         3    4    4    5    7    7
Name739   Surname739         8    1    6    0    0    4
Name740   Surname740         9    0    0    2    7    4
Name741   Surname741         8    4    2    8    8    8
Name742   Surname742         6    3    8    1    6    2
Name743   Surname743         9    9    4    2    2    0
Name744   Surname744         4    3    7    9    2    6
Name745   Surname745         0    5    9    8    0    2
Name746   Surname746         8    8    1    1    6    7
Name747   Surname747         8    5    7    0    2    2
Name748   Surname748         7    2    3    1    7    4
Name749   Surname749         1    6    0    2    2    4
Name750   Surname750         0    2    7    5    2    0
Name751   Surname751         4    5    6    7    1    3
Name752   Surname752         1    5    8    2    4    7
Name753   Surname753         1    4    3    0    2    3
Name754   Surname754         7    3    4    5    2    8
Name755   Surname755         0    6    8    9    8    4
Name756   Surname756         1    2    2    5    1    8
Name757   Surname757         9    6    4    4    9    8
Name758   Surname758         2    0    6    6    2    6
Name759   Surname759         7    1    3    3    4    2
Name760   Surname760         3    7    6    9    2    7
Name761   Surname761         5    5    6    0    1    6
Name762   Surname762         3    7    4    5    6    6
Name763   Surname763         5    9    9    5    0    8
Name764   Surname764         1    5    3    6    7    8
Name765   Surname765         8    5    1    3    5    9
Name766   Surname766         6    0    1    0    9    3
Name767   Surname767         9    2    0    2    1    3
Name768   Surname768         1    0    9    2    6    1
Name769   Surname769         8    0    6    5    1    7
Name770   Surname770         1    0    8    4    1    6
Name771   Surname771         6    4    6    7    9    7
Name772   Surname772         8    4    4    4    8    6
Name773   Surname773         1    0    2    0    9    6
Name774   Surname774         5    8    6    4    0    8
Name775   Surname775         5    0    8    6    1    9
Name776   Surname776         9    9    8    6    9    2
Name777   Surname777         8    8    9    4    8    8
Name778   Surname778         9    1    5    4    7    6
Name779   Surname779         5    7    7    6    5    3
Name780   Surname780         1    3    8    4    2    1
Name781   Surname781         8    1    5    3    5    1
Name782   Surname782         4    7    9    0    5    0
Name783   Surname783         7    5    0    2    1    8
Name784   Surname784         2    1    8    0    0    3
Name785   Surname785         8    1    4    3    6    8
Name786   Surname786         0    9    0    9    1    2
Name787   Surname787         2    4    1    5    2    5
Name788   Surname788         2    9    8    6    7    9
Name789   Surname789         0    1    5    9    5    1
Name790   Surname790         1    4    4    3    3    8
Name791   Surname791         5    2    2    8    8    8
Name792   Surname792         7    8    4    6    5    0
Name793   Surname793         4    5    9    6    9    5
